review_uid,part,edit,source_prompt,target_prompt,source_image,candidate_image,local_edit_success_0_2,non_target_preservation_0_2,overall_prompt_adherence_0_2,visual_quality_0_2,short_note
item_d0d5ad81b1d1,hair,Curls,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_b4d7f2d52a43.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_d0d5ad81b1d1.jpg,,,,,
item_bfb562513ef3,head,dog,A bear at a jungle,A bear with dog head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f71c7b525544.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_bfb562513ef3.jpg,,,,,
item_c70aaba05006,head,dragon,A dog at a farm,A dog with dragon head at a farm,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_2a043df583fd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_c70aaba05006.jpg,,,,,
item_3d3e7b95f869,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_af6b5e577958.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_3d3e7b95f869.jpg,,,,,
item_82ac9081d5e0,head,robot,A girl at a beach,A girl with robot head at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_eddd21d6a1c2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_82ac9081d5e0.jpg,,,,,
item_7f0e58128464,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_53e8e39bcf1e.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_7f0e58128464.jpg,,,,,
item_8f480393d68d,torso,robotic-parts,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1e3c08a912fe.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_8f480393d68d.jpg,,,,,
item_8ea06b7c2ca5,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_53e8e39bcf1e.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_8ea06b7c2ca5.jpg,,,,,
item_996a09fb9e3e,head,lion,A bear at a zoo,A bear with lion head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1d46ca4f754d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_996a09fb9e3e.jpg,,,,,
item_360db397ae59,torso,uniform,A alien at a school,A alien with uniform torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_4ad3086c4953.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_360db397ae59.jpg,,,,,
item_c85c0578bf8a,car hood,vinyl-art,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f3b27b9b2ef0.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_c85c0578bf8a.jpg,,,,,
item_0e1c801642fc,head,lion,A dog at a pool,A dog with lion head at a pool,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_fc07bb02f53f.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_0e1c801642fc.jpg,,,,,
item_d2c8699272d0,head,bear,A robot at a park,A robot with bear head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_64fe128aaf52.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_d2c8699272d0.jpg,,,,,
item_361a4283f100,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_591f63abb2fa.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_361a4283f100.jpg,,,,,
item_93f9a50d5b09,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1efd8f28c69b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_93f9a50d5b09.jpg,,,,,
item_4d1e1d6a3c44,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_bda38536db22.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_4d1e1d6a3c44.jpg,,,,,
item_9f59e8c8488b,head,dragon,A dog at a farm,A dog with dragon head at a farm,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_2a043df583fd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_9f59e8c8488b.jpg,,,,,
item_1b2d4684b9f3,head,robot,A man at a gym,A man with robot head at a gym,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_9db278f7152f.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_1b2d4684b9f3.jpg,,,,,
item_8f8fcd0aeb7a,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_591f63abb2fa.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_8f8fcd0aeb7a.jpg,,,,,
item_a7f27626287e,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_a90c17d919ed.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_a7f27626287e.jpg,,,,,
item_db88b6ef5342,head,robot,A alien at a school,A alien with robot head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_26285f2b90f2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_db88b6ef5342.jpg,,,,,
item_717cd7cb3160,head,tattooed,A robot at a office,A robot with tattooed head at a office,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1e365ebd5ac6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_717cd7cb3160.jpg,,,,,
item_9514ae716f86,car hood,vinyl-art,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f3b27b9b2ef0.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_9514ae716f86.jpg,,,,,
item_85be6acfcf38,head,robot,A man at a gym,A man with robot head at a gym,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_9db278f7152f.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_85be6acfcf38.jpg,,,,,
item_829de774a204,torso,batman,A robot at a school,A robot with batman torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_8bcbeeb53dd4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_829de774a204.jpg,,,,,
item_ea2884a27d60,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_cea0cb0755a1.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_ea2884a27d60.jpg,,,,,
item_8c9d47a26761,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_97eab3ccdecd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_8c9d47a26761.jpg,,,,,
item_d7011f80ea33,head,dragon,A bear at a jungle,A bear with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_a29b0df6a570.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_d7011f80ea33.jpg,,,,,
item_15dab05487be,head,dog,A bear at a jungle,A bear with dog head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f71c7b525544.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_15dab05487be.jpg,,,,,
item_ba12ad52df84,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_05f0e921e87d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_ba12ad52df84.jpg,,,,,
item_e1713a8b0745,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_3ae69c2a9e97.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_e1713a8b0745.jpg,,,,,
item_a09beb75f7eb,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_05f0e921e87d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_a09beb75f7eb.jpg,,,,,
item_2026f5994903,head,lion,A bear at a zoo,A bear with lion head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1d46ca4f754d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_2026f5994903.jpg,,,,,
item_114dd8fa93f9,head,robot,A alien at a museum,A alien with robot head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_0776f3ccf0e9.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_114dd8fa93f9.jpg,,,,,
item_3f52fef08afe,head,bear,A robot at a school,A robot with bear head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_5bd8b0acdbd5.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_3f52fef08afe.jpg,,,,,
item_7e5d04c5abd6,head,bear,A robot at a school,A robot with bear head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_5bd8b0acdbd5.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_7e5d04c5abd6.jpg,,,,,
item_732edbf622d3,head,robot,A girl at a beach,A girl with robot head at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_eddd21d6a1c2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_732edbf622d3.jpg,,,,,
item_012543b5cdec,head,tattooed,A robot at a office,A robot with tattooed head at a office,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1e365ebd5ac6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_012543b5cdec.jpg,,,,,
item_57247aef4086,head,dog,A bear at a jungle,A bear with dog head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f71c7b525544.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_57247aef4086.jpg,,,,,
item_6de9a9ea44e8,head,robot,A alien at a school,A alien with robot head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_26285f2b90f2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_6de9a9ea44e8.jpg,,,,,
item_bff8d937d84a,head,panda,A dog at a store,A dog with panda head at a store,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_de70faeee4dc.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_bff8d937d84a.jpg,,,,,
item_0725fd296bca,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_7e6e7b988446.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_0725fd296bca.jpg,,,,,
item_2b82dba170af,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_ca463355e687.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_2b82dba170af.jpg,,,,,
item_0b7ad1477c30,car hood,Rusty,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_7e515b8abb95.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_0b7ad1477c30.jpg,,,,,
item_f6b5f8ccd60b,head,tiger,A bear at a pool,A bear with tiger head at a pool,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_41c7b285ef4c.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_f6b5f8ccd60b.jpg,,,,,
item_ebb79dca24c1,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_ee57f3a3ed86.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_ebb79dca24c1.jpg,,,,,
item_8bc00ec5c9d4,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_146c36946692.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_8bc00ec5c9d4.jpg,,,,,
item_347017fb8c82,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1efd8f28c69b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_347017fb8c82.jpg,,,,,
item_a64bddad6785,torso,uniform,A alien at a school,A alien with uniform torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_4ad3086c4953.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_a64bddad6785.jpg,,,,,
item_7f41ea506fef,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_cea0cb0755a1.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_7f41ea506fef.jpg,,,,,
item_5fc9a8cfa7e6,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_6ce9a1e568d3.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_5fc9a8cfa7e6.jpg,,,,,
item_c5d9f5ceb906,torso,formal-suit,A robot at a restaurant,A robot with formal-suit torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_2e6979609916.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_c5d9f5ceb906.jpg,,,,,
item_78e0e37ccc1c,head,robot,A alien at a city,A alien with robot head at a city,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_6094cd95fb45.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_78e0e37ccc1c.jpg,,,,,
item_6508c47b0747,torso,batman,A robot at a school,A robot with batman torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_8bcbeeb53dd4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_6508c47b0747.jpg,,,,,
item_f64cd2f31b8b,head,bear,A robot at a park,A robot with bear head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_64fe128aaf52.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_f64cd2f31b8b.jpg,,,,,
item_6cdd94234445,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_0038f682b22a.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_6cdd94234445.jpg,,,,,
item_139f8095ed3c,head,dragon,A bear at a jungle,A bear with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_a29b0df6a570.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_139f8095ed3c.jpg,,,,,
item_587d129ab4cb,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_591f63abb2fa.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_587d129ab4cb.jpg,,,,,
item_0dc84a7ff886,head,tiger,A bear at a pool,A bear with tiger head at a pool,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_41c7b285ef4c.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_0dc84a7ff886.jpg,,,,,
item_e79747b5c094,torso,formal-suit,A robot at a restaurant,A robot with formal-suit torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_2e6979609916.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_e79747b5c094.jpg,,,,,
